Year,Month,Day,Data,tmmn(degC),tmmx(degC),pr(mm),rmin(%),rmax(%),vs(mps),vpd(kPa),flood
2001,6,20,6/20/2001,21.25,31.75,10,49.2,100,2.3,1.04,FALSE
2001,6,21,6/21/2001,21.85,31.95,16.2,53.6,100,3.1,1.08,FALSE
2001,6,22,6/22/2001,21.05,30.25,0.3,51.1,100,2.2,0.99,FALSE
2001,6,23,6/23/2001,18.85,31.35,0,43.6,93.7,1.1,1.4,FALSE
2001,6,24,6/24/2001,16.45,32.05,0,42.2,94.6,1.3,1.38,FALSE
2001,6,25,6/25/2001,17.05,33.15,0,42.7,92.3,1.4,1.5,FALSE
2001,6,26,6/26/2001,18.55,32.95,0,40.7,91.2,2.4,1.41,FALSE
2001,6,27,6/27/2001,20.75,31.05,4,42.5,96.7,2.5,1.07,FALSE
2001,6,28,6/28/2001,18.95,30.55,1.8,49.6,100,2.6,0.91,FALSE
2001,6,29,6/29/2001,20.35,31.75,0,49.2,99.9,2,1.08,FALSE
2001,6,30,6/30/2001,20.05,32.05,10.2,47.3,100,2.3,1.08,FALSE
2001,7,1,7/1/2001,21.85,33.15,0.3,49.6,100,1.5,1.1,FALSE
2001,7,2,7/2/2001,22.95,32.65,0.3,55.6,100,1.2,1,FALSE
2001,7,3,7/3/2001,23.05,33.45,2.7,51.1,100,1.9,1.11,FALSE
2001,7,4,7/4/2001,22.85,33.65,6.5,55.5,100,2.8,1.04,FALSE
2001,7,5,7/5/2001,22.25,35.45,2.3,55.3,100,3.1,1.18,FALSE
2001,7,6,7/6/2001,22.75,34.95,0,53.2,100,2.1,1.05,FALSE
2001,7,7,7/7/2001,24.35,35.65,0,52,100,2.7,1.32,FALSE
2001,7,8,7/8/2001,24.85,36.35,0,45.7,100,2.5,1.54,FALSE
2001,7,9,7/9/2001,23.75,36.55,0,47.5,100,3.2,1.45,FALSE
2001,7,10,7/10/2001,23.95,36.45,0,49.4,100,3.2,1.36,FALSE
2001,7,11,7/11/2001,24.65,35.45,5.9,50.7,100,3.2,1.18,FALSE
2001,7,12,7/12/2001,24.35,35.25,21.6,53.7,100,2.4,1.07,FALSE
2001,7,13,7/13/2001,22.75,32.55,1.4,54.3,100,3.5,0.8,FALSE
2001,7,14,7/14/2001,20.25,31.75,0,41.9,100,2.5,1.21,FALSE
2001,7,15,7/15/2001,16.55,31.85,0,45.6,100,1.8,1.08,FALSE
2001,7,16,7/16/2001,21.65,34.15,0,50.8,100,2.9,1.27,FALSE
2001,7,17,7/17/2001,20.75,32.85,0,47.4,100,2.7,1.12,FALSE
2001,7,18,7/18/2001,19.85,34.85,0,51.1,100,1.8,1.16,FALSE
2001,7,19,7/19/2001,21.55,35.85,0,51,100,1.9,1.26,FALSE
2001,7,20,7/20/2001,22.85,35.75,0,50.4,100,2.3,1.28,FALSE
2001,7,21,7/21/2001,23.15,35.45,3,51.2,100,2.2,1.15,FALSE
2001,7,22,7/22/2001,23.45,34.15,0,53.9,100,2.3,0.98,FALSE
2001,7,23,7/23/2001,24.15,35.75,0,47.5,100,1.6,1.48,FALSE
2001,7,24,7/24/2001,24.65,34.55,0,47.1,97.7,1.6,1.37,FALSE
2001,7,25,7/25/2001,23.05,35.55,6.5,48.3,100,2.7,1.39,FALSE
2001,7,26,7/26/2001,22.55,30.45,20.5,47.7,100,2.6,0.59,FALSE
2001,7,27,7/27/2001,21.75,31.25,5.9,62.1,100,3.1,0.67,FALSE
2001,7,28,7/28/2001,21.95,32.75,0,58.6,100,3.1,0.83,FALSE
2001,7,29,7/29/2001,22.85,33.15,5.4,58.5,100,3.7,0.85,FALSE
2001,7,30,7/30/2001,23.45,34.25,0.9,52.9,100,2.6,1.04,FALSE
2001,7,31,7/31/2001,24.05,32.95,6.5,52.9,100,1.9,0.93,FALSE
2001,8,1,8/1/2001,23.65,31.95,0,56.9,99.6,2.4,0.94,FALSE
2001,8,2,8/2/2001,23.35,34.85,0,45.1,98.6,3.1,1.55,FALSE
2001,8,3,8/3/2001,21.45,34.15,0,43.2,98.1,1.4,1.47,FALSE
2001,8,4,8/4/2001,21.45,33.15,0,45.9,96,1.4,1.08,FALSE
2001,8,5,8/5/2001,22.15,33.45,9.2,52.5,100,2.3,1.08,FALSE
2001,8,6,8/6/2001,22.75,32.95,0,50.3,100,2.6,1.14,FALSE
2001,8,7,8/7/2001,22.75,32.95,2,54.1,99.8,2.9,1.01,FALSE
2001,8,8,8/8/2001,22.85,32.05,7.3,55.2,100,4.1,0.88,FALSE
2001,8,9,8/9/2001,21.85,34.35,0.6,48.5,100,3.9,1.18,FALSE
2001,8,10,8/10/2001,21.75,31.75,20.1,49.7,100,2.9,0.71,FALSE
2001,8,11,8/11/2001,21.95,33.15,2,56.5,100,3.1,0.89,FALSE
2001,8,12,8/12/2001,23.35,31.25,10.6,57.4,100,2.8,0.72,FALSE
2001,8,13,8/13/2001,22.05,30.85,15.2,60.3,100,2,0.66,FALSE
2001,8,14,8/14/2001,21.45,33.95,0,46.3,100,1.9,1.28,FALSE
2001,8,15,8/15/2001,19.15,33.85,0,45.6,97.6,1.1,1.28,FALSE
2001,8,16,8/16/2001,20.35,31.75,10.1,47.3,100,2.2,0.73,FALSE
2001,8,17,8/17/2001,22.25,33.15,0.9,54.3,100,2,0.95,FALSE
2001,8,18,8/18/2001,22.05,32.45,1.9,55.7,100,4.1,0.85,FALSE
2001,8,19,8/19/2001,20.85,30.85,1.9,58.4,100,4,0.7,FALSE
2001,8,20,8/20/2001,18.45,34.75,0,49,100,2.2,1.15,FALSE
2001,8,21,8/21/2001,20.75,35.65,0,46.2,100,2.4,1.4,FALSE
2001,8,22,8/22/2001,20.75,36.05,0,45.6,100,1.7,1.42,FALSE
2001,8,23,8/23/2001,23.15,35.55,0,46.4,98.2,2.1,1.45,FALSE
2001,8,24,8/24/2001,21.95,34.45,0,45.6,100,2.4,1.33,FALSE
2001,8,25,8/25/2001,22.85,34.65,0,45.4,99.2,3.1,1.44,FALSE
2001,8,26,8/26/2001,19.55,33.95,0,47.3,100,3.2,1.03,FALSE
2001,8,27,8/27/2001,20.55,31.85,5.9,51.7,100,2.6,0.82,FALSE
2001,8,28,8/28/2001,21.15,30.55,2,54.8,100,2.3,0.79,FALSE
2001,8,29,8/29/2001,20.75,30.55,5.5,56.5,100,2.5,0.77,FALSE
2001,8,30,8/30/2001,21.05,29.45,20.7,58.4,100,2.9,0.57,FALSE
2001,8,31,8/31/2001,21.75,31.35,1.5,61.3,100,3,0.81,FALSE
2001,9,1,9/1/2001,22.15,29.75,28.4,59,100,2.7,0.69,FALSE
2001,9,2,9/2/2001,21.55,28.95,42.8,64.9,100,2.5,0.57,FALSE
2001,9,3,9/3/2001,20.45,28.95,28,64.6,100,1.9,0.57,FALSE
2001,9,4,9/4/2001,21.75,30.45,3.9,60.3,100,1,0.75,FALSE
2001,9,5,9/5/2001,22.35,31.75,0,58.2,100,1.5,0.88,FALSE
2001,9,6,9/6/2001,23.35,32.25,0,58.9,100,2.6,0.92,FALSE
2001,9,7,9/7/2001,22.75,31.85,2.9,54.4,100,4.2,0.96,FALSE
2001,9,8,9/8/2001,21.65,29.45,31,56.1,100,3.4,0.66,FALSE
2001,9,9,9/9/2001,20.85,30.85,6.1,59.2,100,2,0.85,FALSE
2001,9,10,9/10/2001,19.75,31.35,0,51.4,99.1,3,1.05,FALSE
2001,9,11,9/11/2001,14.25,30.95,0,45.2,100,3,1.06,FALSE
2001,9,12,9/12/2001,18.55,30.85,0,51,98.3,2,0.79,FALSE
2001,9,13,9/13/2001,21.85,33.35,0,47.1,97.3,3.1,1.39,FALSE
2001,9,14,9/14/2001,17.25,32.85,0,43,97.5,2.9,1.27,FALSE
2001,9,15,9/15/2001,15.95,30.75,0,42.8,100,2.6,1.12,FALSE
2001,9,16,9/16/2001,15.45,31.15,0,44.3,93.3,1.3,1.25,FALSE
2001,9,17,9/17/2001,19.85,30.35,1.2,43.9,91.2,2.3,1.04,FALSE
2001,9,18,9/18/2001,20.95,31.75,0,46.6,100,4,1.06,FALSE
2001,9,19,9/19/2001,21.45,32.35,3.7,52,100,3.5,1.03,FALSE
2001,9,20,9/20/2001,19.75,32.75,0,42.3,100,2.1,1.29,FALSE
2001,9,21,9/21/2001,16.45,32.85,0,45.7,94.2,1.6,1.32,FALSE
2001,9,22,9/22/2001,19.05,32.75,0,39.2,97.3,1.8,1.48,FALSE
2001,9,23,9/23/2001,18.85,30.75,0,39.4,94.3,1.2,1.16,FALSE
2001,9,24,9/24/2001,13.05,25.25,0,44.7,99.7,4.2,0.43,FALSE
2001,9,25,9/25/2001,9.15,22.25,0,34,99.5,3.7,0.86,FALSE
2001,9,26,9/26/2001,6.25,23.85,0,34,87.1,1.6,1.01,FALSE
2001,9,27,9/27/2001,7.25,26.35,0,32.9,84.3,1.6,1.19,FALSE
2001,9,28,9/28/2001,8.95,28.15,0,31.9,84.3,2.9,1.31,FALSE
2001,9,29,9/29/2001,7.65,26.25,0,32.3,99.6,4.3,0.98,FALSE
2001,9,30,9/30/2001,11.25,25.05,0,35.3,96.9,2.7,0.99,FALSE
2001,10,1,10/1/2001,8.85,27.35,0,31,84.2,1.6,1.31,FALSE
2001,10,2,10/2/2001,8.95,28.35,0,32.5,80.1,2.1,1.35,FALSE
2001,10,3,10/3/2001,9.45,26.75,0,32.6,87.6,3.4,0.98,FALSE
2001,10,4,10/4/2001,13.55,29.55,0,39.6,88.9,3.6,1.24,FALSE
2001,10,5,10/5/2001,15.45,28.15,23.5,40.8,96,3.7,0.78,FALSE
2001,10,6,10/6/2001,7.45,21.65,0,45.9,100,5.1,0.6,FALSE
2001,10,7,10/7/2001,2.25,21.05,0,34.8,90,3.4,0.8,FALSE
2001,10,8,10/8/2001,5.25,25.85,0,40.3,84.9,3,0.97,FALSE
2001,10,9,10/9/2001,11.95,29.45,0,46.8,93.4,5.3,1,FALSE
2001,10,10,10/10/2001,18.35,27.95,5.1,48.1,93.2,6.2,0.96,FALSE
2001,10,11,10/11/2001,17.75,22.85,30.5,53.2,100,4.3,0.33,FALSE
2001,10,12,10/12/2001,17.55,28.55,5.3,58.7,100,3.5,0.75,FALSE
2001,10,13,10/13/2001,14.05,25.15,62.1,58,100,5,0.33,FALSE
2001,10,14,10/14/2001,10.85,25.15,0,45.2,100,2,0.83,FALSE
2001,10,15,10/15/2001,10.75,26.85,0,38.5,84.7,3,1.08,FALSE
2001,10,16,10/16/2001,5.55,16.95,0,33,89.4,5.4,0.55,FALSE
2001,10,17,10/17/2001,1.75,17.45,0,36.6,85.5,2.3,0.65,FALSE
2001,10,18,10/18/2001,3.25,20.45,0,39,80.9,2.9,0.77,FALSE
2001,10,19,10/19/2001,4.45,23.25,0,44.1,89.4,2.2,0.75,FALSE
2001,10,20,10/20/2001,8.85,25.95,0,46.5,91.8,2,0.9,FALSE
2001,10,21,10/21/2001,10.65,28.65,0,49.9,89.6,2.3,0.95,FALSE
2001,10,22,10/22/2001,17.85,30.65,0,48.3,91.4,3,1.16,FALSE
2001,10,23,10/23/2001,16.85,30.95,0,48.2,98.9,5.4,1.04,FALSE
2001,10,24,10/24/2001,18.45,32.25,7.2,46.5,99.2,6.3,1.17,FALSE
2001,10,25,10/25/2001,12.15,23.25,0,23.9,100,4,1.11,FALSE
2001,10,26,10/26/2001,4.55,20.75,0,19.8,87,3,0.98,FALSE
2001,10,27,10/27/2001,2.15,14.85,0,23.2,87.1,4,0.64,FALSE
2001,10,28,10/28/2001,-1.65,15.95,0,34.8,84.1,2.8,0.61,FALSE
2001,10,29,10/29/2001,0.95,19.35,0,35.1,80.1,2.6,0.77,FALSE
2001,10,30,10/30/2001,2.85,21.25,0,34.5,81.1,2.1,0.86,FALSE
2001,10,31,10/31/2001,3.25,24.55,0,37.2,85,3.8,0.84,FALSE
2001,11,1,11/1/2001,8.55,28.15,0,42.2,100,4.6,0.87,FALSE
2001,11,2,11/2/2001,12.45,28.45,0,40.2,100,2.6,1.02,FALSE
2001,11,3,11/3/2001,12.75,27.55,0,35.9,100,3.2,1.07,FALSE
2001,11,4,11/4/2001,8.85,25.35,0,21.6,100,4.4,1.09,FALSE
2001,11,5,11/5/2001,3.35,24.85,0,30,100,3.5,0.96,FALSE
2001,11,6,11/6/2001,6.45,23.55,0,26.3,99.8,1.8,1.01,FALSE
2001,11,7,11/7/2001,6.05,24.75,0,30.4,88.3,1.5,1.09,FALSE
2001,11,8,11/8/2001,8.25,25.45,0,33.3,100,2.5,0.99,FALSE
2001,11,9,11/9/2001,8.55,20.55,0,36.2,100,2.8,0.57,FALSE
2001,11,10,11/10/2001,11.55,22.95,0,44.9,96.1,1.2,0.77,FALSE
2001,11,11,11/11/2001,12.75,22.75,0,44.9,98.9,1.7,0.75,FALSE
2001,11,12,11/12/2001,12.75,22.05,0,37.7,91.5,1.2,0.91,FALSE
2001,11,13,11/13/2001,7.25,22.25,0,41.5,100,2.5,0.71,FALSE
2001,11,14,11/14/2001,11.75,24.65,0,36.9,96,3.3,0.99,FALSE
2001,11,15,11/15/2001,8.45,24.65,0,35.1,100,2.4,0.97,FALSE
2001,11,16,11/16/2001,6.85,24.25,0,32,94.4,2.1,1,FALSE
2001,11,17,11/17/2001,6.55,24.65,0,31.1,95,1.5,1.06,FALSE
2001,11,18,11/18/2001,6.05,24.95,0,27.7,96.7,2.5,1.11,FALSE
2001,11,19,11/19/2001,5.65,24.45,0.4,29.8,100,3.4,0.78,FALSE
2001,11,20,11/20/2001,1.65,15.65,0.3,27.4,100,4.7,0.54,FALSE
2001,11,21,11/21/2001,-3.05,16.65,0,25.4,89.4,1.1,0.71,FALSE
2001,11,22,11/22/2001,3.05,17.05,0,27.3,86.8,3.7,0.41,FALSE
2001,11,23,11/23/2001,11.05,25.55,0,56.6,100,6.1,0.58,FALSE
2001,11,24,11/24/2001,9.55,25.15,31.1,44.5,100,6.3,0.52,FALSE
2001,11,25,11/25/2001,5.75,22.35,0,26.5,100,2.1,0.9,FALSE
2001,11,26,11/26/2001,6.75,27.45,0,34.7,100,5.1,0.63,FALSE
2001,11,27,11/27/2001,9.55,21.25,81.7,54.8,100,4.6,0.12,FALSE
2001,11,28,11/28/2001,6.55,20.15,38.9,81.2,100,2.9,0.17,FALSE
2001,11,29,11/29/2001,1.75,18.05,59.5,75,100,5.1,0.14,FALSE
2001,11,30,11/30/2001,0.35,13.35,0.3,57.5,100,2.7,0.33,FALSE
2001,12,1,12/1/2001,3.05,18.45,0,49.9,87.6,1.2,0.54,FALSE
2001,12,2,12/2/2001,7.05,19.95,0,45.9,85.4,1.2,0.66,FALSE
2001,12,3,12/3/2001,7.75,20.85,0,48.5,80.8,1.5,0.68,FALSE
2001,12,4,12/4/2001,10.85,24.55,0,42.6,82.5,3.3,0.94,FALSE
2001,12,5,12/5/2001,11.45,26.85,0,48,94.2,3.8,0.76,FALSE
2001,12,6,12/6/2001,15.95,26.35,0,47.8,95.2,3.2,0.83,FALSE
2001,12,7,12/7/2001,14.75,24.85,0,49.5,94,2,0.67,FALSE
2001,12,8,12/8/2001,12.05,20.75,5.6,54.7,100,4.7,0.4,FALSE
2001,12,9,12/9/2001,7.55,14.85,0,50.5,86.3,3.8,0.46,FALSE
2001,12,10,12/10/2001,7.05,16.35,0,46.9,87.6,1.2,0.56,FALSE
2001,12,11,12/11/2001,3.25,14.45,0,44.5,88.7,2.2,0.27,FALSE
2001,12,12,12/12/2001,11.35,19.45,24.3,64.1,89.3,5.4,0.33,FALSE
2001,12,13,12/13/2001,15.45,20.05,69.4,73.5,100,4.6,0.38,FALSE
2001,12,14,12/14/2001,7.95,16.35,0.3,50.5,100,3,0.48,FALSE
2001,12,15,12/15/2001,4.05,18.35,0,55.3,88.5,3.2,0.44,FALSE
2001,12,16,12/16/2001,12.35,24.95,0,61.2,94,6.8,0.58,FALSE
2001,12,17,12/17/2001,9.45,19.85,19,59,100,6,0.42,FALSE
2001,12,18,12/18/2001,5.15,16.75,0,44.2,91.5,1.9,0.5,FALSE
2001,12,19,12/19/2001,3.65,13.95,0,45.8,92.1,4.2,0.38,FALSE
2001,12,20,12/20/2001,0.05,13.35,0,36.4,90.7,1.1,0.47,FALSE
2001,12,21,12/21/2001,0.75,16.65,0,41.1,77.9,2.4,0.61,FALSE
2001,12,22,12/22/2001,2.55,22.35,14.2,46.1,89.9,6.1,0.48,FALSE
2001,12,23,12/23/2001,3.55,17.75,15.8,41.3,100,4.1,0.44,FALSE
2001,12,24,12/24/2001,-1.65,8.75,0,31.9,92.5,2.3,0.38,FALSE
2001,12,25,12/25/2001,-0.65,7.05,0,35.8,77.4,1.9,0.32,FALSE
2001,12,26,12/26/2001,-2.35,9.05,0,36.9,85.4,3.5,0.37,FALSE
2001,12,27,12/27/2001,-2.65,12.75,0,37.6,82.4,4.1,0.49,FALSE
2001,12,28,12/28/2001,-0.35,17.05,0,47.8,90.5,3.6,0.42,FALSE
2001,12,29,12/29/2001,0.35,11.55,0,44.3,92.6,4.1,0.55,FALSE
2001,12,30,12/30/2001,-2.15,4.85,0,37,85.5,4.4,0.28,FALSE
2001,12,31,12/31/2001,-1.85,3.85,0,43.5,77,3.6,0.26,FALSE
2002,1,1,1/1/2002,-2.15,2.25,0,35.6,80.8,4,0.3,FALSE
2002,1,2,1/2/2002,-1.25,4.05,0,33,68.3,4.9,0.42,FALSE
2002,1,3,1/3/2002,-3.55,4.45,0,32,72.3,3.8,0.37,FALSE
2002,1,4,1/4/2002,-4.15,8.75,0,26.5,71.3,2.9,0.5,FALSE
2002,1,5,1/5/2002,-3.35,5.45,33.1,27.1,97.4,3.6,0.19,FALSE
2002,1,6,1/6/2002,1.55,11.65,4.3,60.8,100,5.6,0.37,FALSE
2002,1,7,1/7/2002,0.45,6.15,0,44.1,100,4.2,0.3,FALSE
2002,1,8,1/8/2002,-2.85,12.45,0,44.9,85.5,4.3,0.45,FALSE
2002,1,9,1/9/2002,0.65,20.15,0,51.1,92.6,5.6,0.59,FALSE
2002,1,10,1/10/2002,7.95,24.25,0,51.1,93.9,5.5,0.82,FALSE
2002,1,11,1/11/2002,9.15,15.35,0,46.7,94.2,3.3,0.46,FALSE
2002,1,12,1/12/2002,5.05,16.25,0,38.3,84.6,2.9,0.63,FALSE
2002,1,13,1/13/2002,0.35,16.75,0,39.3,84.8,3.9,0.61,FALSE
2002,1,14,1/14/2002,2.85,17.85,0,35.8,92.4,3.6,0.68,FALSE
2002,1,15,1/15/2002,-0.15,13.25,0,29.5,82.1,2.7,0.56,FALSE
2002,1,16,1/16/2002,-0.15,17.25,0,38.7,75.3,3.5,0.68,FALSE
2002,1,17,1/17/2002,4.75,17.75,0.7,43.8,88.6,2,0.39,FALSE
2002,1,18,1/18/2002,5.05,14.95,6.6,55.8,100,4.1,0.43,FALSE
2002,1,19,1/19/2002,2.15,13.45,21.5,65.1,100,4.3,0.27,FALSE
2002,1,20,1/20/2002,-1.45,12.65,0.8,49.9,92.7,2.7,0.39,FALSE
2002,1,21,1/21/2002,5.65,17.85,0,37.5,93.7,2.8,0.7,FALSE
2002,1,22,1/22/2002,3.35,21.15,6.2,43,82.8,5.1,0.51,FALSE
2002,1,23,1/23/2002,16.15,27.75,3,56.1,100,7.1,0.94,FALSE
2002,1,24,1/24/2002,9.55,21.75,39.1,54.8,100,5.1,0.45,FALSE
2002,1,25,1/25/2002,3.45,13.95,0,39.7,100,3.9,0.49,FALSE
2002,1,26,1/26/2002,-0.05,15.15,0,39.2,81.8,0.8,0.6,FALSE
2002,1,27,1/27/2002,2.55,21.65,0,43.2,80.9,2.6,0.81,FALSE
2002,1,28,1/28/2002,10.25,26.75,0,46.1,93.6,3.4,0.85,FALSE
2002,1,29,1/29/2002,16.65,28.05,0.3,51.7,94.6,4.8,1.02,FALSE
2002,1,30,1/30/2002,18.15,27.65,1.3,50.2,94.8,5.6,0.99,FALSE
2002,1,31,1/31/2002,11.65,26.05,17.7,50.4,94.1,7,0.7,FALSE
2002,2,1,2/1/2002,2.85,12.45,0,41.7,92.3,5.1,0.46,FALSE
2002,2,2,2/2/2002,-2.35,10.55,0,41.5,85.1,2.6,0.35,FALSE
2002,2,3,2/3/2002,4.15,11.25,0,44.1,81.4,1.1,0.35,FALSE
2002,2,4,2/4/2002,3.75,11.85,0,37.5,85.7,4,0.45,FALSE
2002,2,5,2/5/2002,-0.25,6.55,27.1,37.8,92.4,5.1,0.3,FALSE
2002,2,6,2/6/2002,-0.25,5.55,19.5,67.1,97.3,3.3,0.17,FALSE
2002,2,7,2/7/2002,-0.55,8.65,0,51.9,85.3,3.6,0.31,FALSE
2002,2,8,2/8/2002,-2.35,13.45,0,46.2,85.7,1.4,0.43,FALSE
2002,2,9,2/9/2002,-0.85,18.55,0,49.1,85.8,4.7,0.48,FALSE
2002,2,10,2/10/2002,4.15,13.05,3,41.6,100,5,0.38,FALSE
2002,2,11,2/11/2002,1.55,10.15,0,44.3,85.3,3.1,0.35,FALSE
2002,2,12,2/12/2002,-1.75,13.75,0,38,83.3,1.8,0.48,FALSE
2002,2,13,2/13/2002,2.85,14.35,0,36.6,79.5,3.1,0.54,FALSE
2002,2,14,2/14/2002,-1.95,13.85,0,30,81.2,2.4,0.55,FALSE
2002,2,15,2/15/2002,-0.05,19.55,0,34.5,77.1,2.6,0.61,FALSE
2002,2,16,2/16/2002,3.75,15.75,0,32.2,87.4,3.3,0.59,FALSE
2002,2,17,2/17/2002,0.15,16.65,0,31,75.7,2.4,0.65,FALSE
2002,2,18,2/18/2002,1.65,20.25,0,35.5,76.3,4.7,0.77,FALSE
2002,2,19,2/19/2002,6.85,22.45,40.7,43.1,90,8.4,0.62,FALSE
2002,2,20,2/20/2002,9.55,19.55,1.4,39.8,100,4,0.72,FALSE
2002,2,21,2/21/2002,4.35,19.15,0,42.8,75.8,2.2,0.61,FALSE
2002,2,22,2/22/2002,3.75,11.95,2.8,42.7,94.5,4.8,0.41,FALSE
2002,2,23,2/23/2002,-0.95,13.55,0,38.4,80.2,2,0.5,FALSE
2002,2,24,2/24/2002,-0.15,18.55,0,36.5,78.9,3.8,0.67,FALSE
2002,2,25,2/25/2002,3.65,23.55,0.7,42.3,87.2,5.5,0.67,FALSE
2002,2,26,2/26/2002,-2.65,16.35,0,41.5,88.5,7.4,0.68,FALSE
2002,2,27,2/27/2002,-5.35,4.05,0,25.5,65.1,3.6,0.38,FALSE
2002,2,28,2/28/2002,-2.55,10.45,0,25.3,61,2.5,0.6,FALSE
2002,3,1,3/1/2002,0.25,8.45,9.7,25.5,84.1,6.8,0.29,FALSE
2002,3,2,3/2/2002,4.85,20.35,0.3,58,89.6,5.5,0.71,FALSE
2002,3,3,3/3/2002,-2.95,4.95,0,20.3,71.8,6.6,0.41,FALSE
2002,3,4,3/4/2002,-4.05,6.45,0,27.7,69.1,3.8,0.45,FALSE
2002,3,5,3/5/2002,-2.05,15.45,0,28.9,68,3.6,0.71,FALSE
2002,3,6,3/6/2002,-0.05,17.65,0,34.2,71.2,3.9,0.6,FALSE
2002,3,7,3/7/2002,7.15,23.75,0,41.1,79.6,4.4,0.97,FALSE
2002,3,8,3/8/2002,8.95,26.25,0,45.2,79.7,6.2,0.98,FALSE
2002,3,9,3/9/2002,4.85,21.15,8.2,47.6,86,6.7,0.57,FALSE
2002,3,10,3/10/2002,-1.05,13.05,0,29,74.1,4.9,0.58,FALSE
2002,3,11,3/11/2002,3.05,10.25,14.7,33.9,84.9,4.1,0.36,FALSE
2002,3,12,3/12/2002,9.15,15.35,14.8,62.4,93.5,3.9,0.48,FALSE
2002,3,13,3/13/2002,7.15,20.55,0,49,82.5,1.8,0.75,FALSE
2002,3,14,3/14/2002,7.25,24.85,0,52.7,80.3,5.4,0.85,FALSE
2002,3,15,3/15/2002,15.45,29.75,0.6,48.2,82.6,6.4,1.24,FALSE
2002,3,16,3/16/2002,18.95,26.85,18.9,47.6,92.6,4,1.01,FALSE
2002,3,17,3/17/2002,18.25,31.45,0.4,49.6,81.7,6.2,1.42,FALSE
2002,3,18,3/18/2002,19.35,29.55,0,44.7,82.9,2.6,1.35,FALSE
2002,3,19,3/19/2002,17.75,30.15,0,45.3,82.7,5.8,1.38,FALSE
2002,3,20,3/20/2002,12.55,22.55,41.3,44.8,90.8,4.7,0.67,FALSE
2002,3,21,3/21/2002,10.25,19.45,0,42.2,90.4,6.8,0.83,FALSE
2002,3,22,3/22/2002,-0.95,9.95,0,37.4,72.2,5.6,0.5,FALSE
2002,3,23,3/23/2002,-0.15,15.75,0,35.6,62.2,2.2,0.69,FALSE
2002,3,24,3/24/2002,3.05,24.55,0,40.5,76.5,5.5,0.9,FALSE
2002,3,25,3/25/2002,12.25,27.05,0,46.2,82.1,5.4,1.07,FALSE
2002,3,26,3/26/2002,8.15,19.95,8.6,45.9,93.5,4.7,0.65,FALSE
2002,3,27,3/27/2002,2.25,16.95,0,40.3,80.1,3.2,0.62,FALSE
2002,3,28,3/28/2002,4.05,24.65,0,40.7,73.7,3.9,0.97,FALSE
2002,3,29,3/29/2002,13.95,30.75,0,45.8,82.3,6.7,1.28,FALSE
2002,3,30,3/30/2002,18.25,26.55,16.5,48.9,83.5,2.4,1.05,FALSE
2002,3,31,3/31/2002,12.75,21.25,29.9,54.3,91.9,3.4,0.59,FALSE
2002,4,1,4/1/2002,7.95,23.75,0,44.4,86.6,3.4,0.81,TRUE
2002,4,2,4/2/2002,10.85,28.55,0,40.4,85.3,3.4,1.05,TRUE
2002,4,3,4/3/2002,7.85,20.45,0,42.7,82,6.5,0.7,TRUE
2002,4,4,4/4/2002,4.05,15.05,0,50,83.9,5,0.52,TRUE
2002,4,5,4/5/2002,1.15,15.95,0,43,82.7,4,0.54,TRUE
2002,4,6,4/6/2002,1.35,19.45,0,36.5,79.7,3.7,0.71,TRUE
2002,4,7,4/7/2002,9.85,25.15,0,40,75.2,6.4,0.9,TRUE
2002,4,8,4/8/2002,16.85,21.95,74,49.1,94.8,5.6,0.58,TRUE
2002,4,9,4/9/2002,15.45,25.85,0,49,98.4,2.4,0.9,TRUE
2002,4,10,4/10/2002,12.25,26.45,0,51.5,85.5,3.2,0.89,TRUE
2002,4,11,4/11/2002,15.85,27.95,0,49,83,2.8,1.03,TRUE
2002,4,12,4/12/2002,17.65,27.15,0,48.9,84.8,2.6,1,TRUE
2002,4,13,4/13/2002,15.85,28.05,0,46.4,83.8,2.1,1.07,TRUE
2002,4,14,4/14/2002,18.85,28.45,0,49.6,85.7,3.4,1.08,TRUE
2002,4,15,4/15/2002,18.95,30.45,0,47.4,88.5,4.1,1.21,TRUE
2002,4,16,4/16/2002,19.45,29.65,0,42.7,87.9,5.3,1.17,TRUE
2002,4,17,4/17/2002,19.35,30.55,0,47.7,87.6,3.1,1.19,TRUE
2002,4,18,4/18/2002,19.15,31.05,0,44.3,86.8,3.4,1.3,TRUE
2002,4,19,4/19/2002,18.65,29.65,0,45.6,88.1,2.8,1.02,TRUE
2002,4,20,4/20/2002,18.95,31.65,0,45.1,88,3.3,1.29,TRUE
2002,4,21,4/21/2002,17.45,31.85,0,43.3,87.3,4.7,1.27,TRUE
2002,4,22,4/22/2002,14.85,24.45,5.1,45.5,95,3.7,0.62,TRUE
2002,4,23,4/23/2002,12.05,27.95,0,53,83.1,3.9,0.98,TRUE
2002,4,24,4/24/2002,17.85,31.35,0,38.9,87.5,4.1,1.38,TRUE
2002,4,25,4/25/2002,14.75,24.65,0,40.9,84.7,5.1,0.88,TRUE
2002,4,26,4/26/2002,11.25,15.65,1.7,48.9,79.3,5.1,0.48,TRUE
2002,4,27,4/27/2002,12.05,31.85,0,49.4,84.3,6.6,1.12,TRUE
2002,4,28,4/28/2002,20.35,33.85,0,49.1,88.6,5.9,1.46,TRUE
